time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-23.9975	-7.09952	4.73842	2.41383	-0.499889	lidar	2.01964	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1657	-6.91845	4.73515	2.3762	-0.518214	radar	2.01019	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3357	-6.65014	4.88458	2.31516	-0.556046	lidar	3.29462	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5024	-6.47462	4.84791	2.28348	-0.56896	radar	3.52562	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5916	-6.35432	4.65627	2.26252	-0.560351	lidar	5.17029	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7315	-6.16938	4.65491	2.23221	-0.562556	radar	0.309316	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9197	-5.95081	4.77137	2.2049	-0.562127	lidar	2.85094	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0511	-5.74476	4.78967	2.17328	-0.563503	radar	1.86102	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1817	-5.57815	4.73182	2.15406	-0.553952	lidar	0.291746	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3354	-5.38939	4.77916	2.14509	-0.522411	radar	1.30746	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4832	-5.15471	4.86073	2.11557	-0.526256	lidar	0.623097	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6134	-4.97854	4.84683	2.11097	-0.488559	radar	6.37011	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7244	-4.81483	4.75208	2.09522	-0.47912	lidar	0.546481	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.846	-4.60663	4.7732	2.07608	-0.469196	radar	0.232954	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9616	-4.35255	4.85757	2.04275	-0.479935	lidar	0.499635	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.071	-4.13201	4.81198	2.00145	-0.521753	radar	11.0703	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1667	-3.83332	4.96068	1.95714	-0.541446	lidar	1.73113	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2409	-3.59444	4.92655	1.90796	-0.586389	radar	3.56529	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2699	-3.32924	4.94796	1.85767	-0.607939	lidar	4.30798	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3197	-3.08214	4.94215	1.81275	-0.634072	radar	0.549852	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3423	-2.8578	4.88533	1.77367	-0.641621	lidar	1.53662	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3993	-2.63355	4.86279	1.75067	-0.628128	radar	1.41845	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4709	-2.50723	4.64514	1.7451	-0.602781	lidar	5.66644	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5255	-2.27439	4.66849	1.72709	-0.580628	radar	1.02161	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5741	-2.08623	4.58591	1.70814	-0.570687	lidar	0.970413	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6046	-1.85366	4.60277	1.68766	-0.55121	radar	2.05141	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6039	-1.59488	4.65633	1.64899	-0.562408	lidar	1.23879	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6012	-1.37159	4.62933	1.60793	-0.586547	radar	1.61964	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6053	-1.14121	4.62706	1.5783	-0.586869	lidar	0.00177405	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.634	-0.922868	4.6062	1.5627	-0.569717	radar	5.09376	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.646	-0.658895	4.68383	1.53887	-0.564575	lidar	0.698873	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6338	-0.4156	4.71032	1.50153	-0.58578	radar	2.30194	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5895	-0.0986262	4.8871	1.46187	-0.595319	lidar	2.65082	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5699	0.144772	4.89419	1.43284	-0.599038	radar	2.7577	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5461	0.451763	5.03652	1.40819	-0.592656	lidar	1.33275	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5336	0.692799	5.00638	1.39856	-0.559401	radar	1.83763	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.525	0.979559	5.09203	1.38504	-0.544326	lidar	2.63874	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4865	1.24913	5.11226	1.37717	-0.502622	radar	7.01293	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4292	1.473	5.05636	1.34901	-0.506037	lidar	0.222747	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3908	1.6853	4.96674	1.3355	-0.484201	radar	8.67491	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3363	1.88006	4.86629	1.31036	-0.485826	lidar	0.543169	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2688	2.10993	4.86241	1.28279	-0.492699	radar	0.220482	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2078	2.28741	4.74182	1.25729	-0.494435	lidar	0.817333	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1455	2.50794	4.7067	1.24465	-0.469993	radar	0.843122	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0657	2.75627	4.76348	1.22315	-0.46751	lidar	0.174163	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9718	2.97966	4.80188	1.18457	-0.501097	radar	2.78512	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8668	3.27642	4.96633	1.16459	-0.494456	lidar	1.46311	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7837	3.50843	4.96875	1.14606	-0.488605	radar	2.1455	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6792	3.70035	4.89993	1.11725	-0.493767	lidar	0.292072	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5632	3.90604	4.88257	1.08692	-0.50242	radar	1.13044	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4995	4.07115	4.74735	1.07062	-0.495171	lidar	3.73769	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3774	4.26898	4.73783	1.04135	-0.501689	radar	0.577945	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2156	4.49815	4.81976	1.00851	-0.508445	lidar	2.09337	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0659	4.69078	4.78214	0.982842	-0.497389	radar	8.92683	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9484	4.88341	4.75889	0.962313	-0.493337	lidar	0.410978	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7929	5.07266	4.76194	0.932279	-0.497547	radar	2.30463	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6217	5.29776	4.85433	0.9072	-0.496223	lidar	0.978568	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4493	5.47984	4.90225	0.866724	-0.524316	radar	0.900933	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2619	5.65376	4.9086	0.830391	-0.534515	lidar	1.21887	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0968	5.81483	4.90218	0.79527	-0.551015	radar	3.20663	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9236	5.97333	4.87653	0.764173	-0.555148	lidar	0.0603274	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7824	6.14885	4.73149	0.765388	-0.499464	radar	4.54917	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6171	6.30255	4.70967	0.739938	-0.50043	lidar	0.0593538	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4708	6.4658	4.63873	0.730701	-0.474547	radar	1.69138	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2367	6.71167	4.86274	0.72026	-0.456055	lidar	4.51391	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0438	6.84809	4.81307	0.692342	-0.456247	radar	5.52516	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8269	7.02819	4.89658	0.67143	-0.452594	lidar	0.9953	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6148	7.16513	4.9241	0.637057	-0.469536	radar	1.49296	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4313	7.30639	4.8987	0.616054	-0.467521	lidar	0.320291	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1981	7.44406	5.02984	0.574375	-0.502654	radar	2.33952	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0159	7.60463	5.02642	0.56416	-0.487397	lidar	2.12839	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8321	7.77442	4.95065	0.568751	-0.441242	radar	5.83926	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6248	7.91531	4.96082	0.550493	-0.437108	lidar	0.0626023	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4367	8.04485	4.89882	0.537259	-0.423484	radar	1.68286	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2203	8.06817	4.77196	0.480262	-0.462991	lidar	4.36107	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0331	8.20893	4.65374	0.485095	-0.415032	radar	6.04099	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8552	8.36344	4.67109	0.486379	-0.391788	lidar	3.2362	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6106	8.48025	4.80489	0.457513	-0.410569	radar	4.59696	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.354	8.62911	4.92108	0.447586	-0.397104	lidar	1.46	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1602	8.75129	4.80619	0.448746	-0.360495	radar	1.87207	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9644	8.85003	4.76842	0.432298	-0.359618	lidar	0.538535	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7716	8.95614	4.66656	0.428525	-0.333788	radar	1.26942	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5511	9.0301	4.65486	0.40262	-0.343606	lidar	0.449777	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3091	9.13916	4.75172	0.386474	-0.345801	radar	4.69151	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0134	9.245	4.89351	0.367082	-0.345277	lidar	6.18236	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7995	9.32456	4.86817	0.34838	-0.348368	radar	1.63706	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5377	9.4357	4.95302	0.339154	-0.338151	lidar	0.829139	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2686	9.47425	5.07127	0.291225	-0.385967	radar	5.37572	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9625	9.61881	5.24933	0.295193	-0.358101	lidar	2.95976	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7157	9.71562	5.17394	0.295902	-0.324539	radar	3.04234	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4362	9.82696	5.26349	0.291905	-0.30998	lidar	0.732979	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1846	9.91015	5.27261	0.279937	-0.306413	radar	0.405912	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9091	10.0344	5.35873	0.283714	-0.28491	lidar	0.846556	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6503	10.1081	5.35816	0.269908	-0.283828	radar	0.0297522	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4065	10.2071	5.35877	0.26782	-0.271287	lidar	1.1921	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1445	10.2826	5.38545	0.254772	-0.273097	radar	0.443669	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9233	10.2899	5.26458	0.221008	-0.296066	lidar	1.22147	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6759	10.355	5.2224	0.213397	-0.283696	radar	0.268366	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4711	10.3324	5.07082	0.172609	-0.314297	lidar	2.03215	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1631	10.3711	5.28207	0.143887	-0.340949	radar	7.71531	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9036	10.4226	5.28996	0.132935	-0.334306	lidar	0.194494	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6679	10.4503	5.11057	0.126387	-0.306617	radar	6.43267	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4358	10.4085	5.02458	0.0833783	-0.337992	lidar	2.15264	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1766	10.4311	5.03475	0.068441	-0.334468	radar	0.541471	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8561	10.5928	5.24339	0.109426	-0.267536	lidar	7.82778	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6054	10.6493	5.14502	0.117648	-0.229619	radar	2.03065	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3625	10.6434	5.10256	0.092297	-0.245379	lidar	0.514057	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1001	10.6677	5.13249	0.079721	-0.247222	radar	0.232427	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8419	10.7633	5.17828	0.0977238	-0.213717	lidar	4.13735	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5776	10.8133	5.17505	0.100721	-0.193821	radar	1.44875	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3526	10.7733	5.0793	0.0649685	-0.223263	lidar	1.71449	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1011	10.8048	5.03717	0.0649442	-0.204394	radar	0.610318	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8517	10.8715	5.06005	0.0750074	-0.182339	lidar	2.24602	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.574	10.8925	5.11015	0.0676259	-0.179651	radar	2.74005	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3491	10.9048	5.05148	0.0564099	-0.182902	lidar	0.687569	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0771	10.8474	5.25247	-0.00197971	-0.26657	radar	8.97722	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7768	10.824	5.31601	-0.0226233	-0.273368	lidar	2.69984	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5209	10.8221	5.2796	-0.0323746	-0.266511	radar	0.246627	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2909	10.8133	5.21542	-0.0466014	-0.268598	lidar	1.03015	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0515	10.861	5.02588	-0.0206321	-0.202165	radar	6.51928	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78702	10.9115	5.0719	-0.00794215	-0.177013	lidar	2.1872	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56657	10.8853	4.99018	-0.0265466	-0.187101	radar	3.80113	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30097	10.9154	5.03488	-0.0204395	-0.169987	lidar	0.829877	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.06307	10.8907	4.97746	-0.0341384	-0.17191	radar	2.49323	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79177	10.9266	5.03691	-0.0239372	-0.151147	lidar	1.21503	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.56072	10.8793	4.97757	-0.0477823	-0.168226	radar	6.20931	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41161	10.7948	4.75802	-0.0899005	-0.206818	lidar	4.13255	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16807	10.801	4.73172	-0.0838203	-0.182074	radar	1.56034	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80411	10.8614	5.00596	-0.0521204	-0.13446	lidar	6.57829	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54515	10.8601	4.97178	-0.045601	-0.109199	radar	2.15132	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.26147	10.8525	5.0443	-0.0469751	-0.103926	lidar	0.713323	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.03381	10.88	4.91825	-0.0251918	-0.0574731	radar	3.73389	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
